Symbol,Name,Sector,Token,nGram
MBT,Mobile TeleSystems OJSC,Public Utilities,mobile telesystems ojsc,mobile_telesystems_ojsc
MBTF,M B T Financial Corp,Finance,m b t financial,m_b_t_financial
MBUU,"Malibu Boats, Inc.",Capital Goods,malibu boats,malibu_boats
MBWM,Mercantile Bank Corporation,Finance,mercantile bank,mercantile_bank
MC,Moelis & Company,Finance,moelis,moelis
MCBC,Macatawa Bank Corporation,Finance,macatawa bank,macatawa_bank
MCD,McDonald&#39;s Corporation,Consumer Services,mcdonald 39 s,mcdonald_39_s
MCEP,"Mid-Con Energy Partners, LP",Energy,mid con energy partners,mid_con_energy_partners
MCFT,"MCBC Holdings, Inc.",Capital Goods,mcbc holdings,mcbc_holdings
MCHP,Microchip Technology Incorporated,Technology,microchip technology,microchip_technology
MCHX,"Marchex, Inc.",Miscellaneous,marchex,marchex
MCK,McKesson Corporation,Health Care,mckesson,mckesson
MCO,Moody&#39;s Corporation,Finance,moody 39 s,moody_39_s
MCRB,"Seres Therapeutics, Inc.",Health Care,seres therapeutics,seres_therapeutics
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,monarch casino resort,monarch_casino_resort
MCRN,Milacron Holdings Corp.,Technology,milacron,milacron
MCS,Marcus Corporation (The),Consumer Services,marcus,marcus
MCY,Mercury General Corporation,Finance,mercury general,mercury_general
MD,"Mednax, Inc",Health Care,mednax,mednax
MDC,"M.D.C. Holdings, Inc.",Capital Goods,m d c holdings,m_d_c_holdings
MDCA,MDC Partners Inc.,Technology,mdc partners,mdc_partners
MDCO,The Medicines Company,Health Care,the medicines,the_medicines
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,madrigal pharmaceuticals,madrigal_pharmaceuticals
MDGS,Medigus Ltd.,Health Care,medigus,medigus
MDLY,Medley Management Inc.,Finance,medley management,medley_management
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,mondelez international,mondelez_international
MDP,Meredith Corporation,Consumer Services,meredith,meredith
MDR,"McDermott International, Inc.",Capital Goods,mcdermott international,mcdermott_international
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,allscripts healthcare solutions,allscripts_healthcare_solutions
MDSO,"Medidata Solutions, Inc.",Technology,medidata solutions,medidata_solutions
MDT,Medtronic plc,Health Care,medtronic plc,medtronic_plc
MDU,"MDU Resources Group, Inc.",Basic Industries,mdu resources group,mdu_resources_group
MDWD,MediWound Ltd.,Consumer Durables,mediwound,mediwound
MDXG,"MiMedx Group, Inc",Health Care,mimedx group,mimedx_group
MED,MEDIFAST INC,Consumer Non-Durables,medifast,medifast
MEDP,"Medpace Holdings, Inc.",Health Care,medpace,medpace
MEET,"The Meet Group, Inc.",Consumer Services,the meet group,the_meet_group
MEI,"Methode Electronics, Inc.",Capital Goods,methode electronics,methode_electronics
MEIP,"MEI Pharma, Inc.",Health Care,mei pharma,mei_pharma
MELI,"MercadoLibre, Inc.",Miscellaneous,mercadolibre,mercadolibre
MEOH,Methanex Corporation,Basic Industries,methanex,methanex
MERC,Mercer International Inc.,Basic Industries,mercer international,mercer_international
MESO,Mesoblast Limited,Health Care,mesoblast,mesoblast
MET,"MetLife, Inc.",Finance,metlife,metlife
METC,"Ramaco Resources, Inc.",Energy,ramaco resources,ramaco_resources
MFA,"MFA Financial, Inc.",Consumer Services,mfa financial,mfa_financial
MFC,Manulife Financial Corp,Finance,manulife financial,manulife_financial
MFCB,MFC Bancorp Ltd.,Finance,mfc bancorp,mfc_bancorp
MFG,"Mizuho Financial Group, Inc.",Finance,mizuho financial group,mizuho_financial_group
MFIN,Medallion Financial Corp.,Finance,medallion financial,medallion_financial
MFNC,Mackinac Financial Corporation,Finance,mackinac financial,mackinac_financial
MFSF,MutualFirst Financial Inc.,Finance,mutualfirst financial,mutualfirst_financial
MG,Mistras Group Inc,Consumer Services,mistras group,mistras_group
MGA,"Magna International, Inc.",Capital Goods,magna international,magna_international
MGEE,MGE Energy Inc.,Energy,mge energy,mge_energy
MGEN,"Miragen Therapeutics, Inc.",Health Care,miragen therapeutics,miragen_therapeutics
MGI,"Moneygram International, Inc.",Miscellaneous,moneygram international,moneygram_international
MGIC,Magic Software Enterprises Ltd.,Technology,magic software enterprises,magic_software_enterprises
MGLN,"Magellan Health, Inc.",Health Care,magellan health,magellan_health
MGM,MGM Resorts International,Consumer Services,mgm resorts international,mgm_resorts_international
MGNX,"MacroGenics, Inc.",Health Care,macrogenics,macrogenics
MGP,MGM Growth Properties LLC,Consumer Services,mgm growth properties llc,mgm_growth_properties_llc
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,mgp ingredients,mgp_ingredients
MGRC,McGrath RentCorp,Technology,mcgrath rentcorp,mcgrath_rentcorp
MHK,"Mohawk Industries, Inc.",Consumer Durables,mohawk industries,mohawk_industries
MHLD,"Maiden Holdings, Ltd.",Finance,maiden,maiden
MHO,"M/I Homes, Inc.",Capital Goods,m i homes,m_i_homes
MIC,Macquarie Infrastructure Corporation ,Energy,macquarie infrastructure,macquarie_infrastructure
MICT,"MICT, Inc.",Capital Goods,mict inc,mict_inc
MIDD,The Middleby Corporation,Technology,the middleby,the_middleby
MIK,"The Michaels Companies, Inc.",Consumer Services,the michaels companies,the_michaels_companies
MIME,Mimecast Limited,Technology,mimecast,mimecast
MIND,"Mitcham Industries, Inc.",Technology,mitcham industries,mitcham_industries
MINI,"Mobile Mini, Inc.",Capital Goods,mobile mini,mobile_mini
MITK,"Mitek Systems, Inc.",Technology,mitek systems,mitek_systems
MITL,Mitel Networks Corporation,Technology,mitel networks,mitel_networks
MIXT,MiX Telematics Limited,Technology,mix telematics,mix_telematics
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,mccormick,mccormick
MKGI,"Monaker Group, Inc.",Consumer Services,monaker group,monaker_group
MKL,Markel Corporation,Finance,markel,markel
MKSI,"MKS Instruments, Inc.",Capital Goods,mks instruments,mks_instruments
MKTX,"MarketAxess Holdings, Inc.",Finance,marketaxess,marketaxess
MLAB,"Mesa Laboratories, Inc.",Capital Goods,mesa laboratories,mesa_laboratories
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,melco resorts entertainment,melco_resorts_entertainment
MLHR,"Herman Miller, Inc.",Consumer Durables,herman miller,herman_miller
MLI,"Mueller Industries, Inc.",Capital Goods,mueller industries,mueller_industries
MLM,"Martin Marietta Materials, Inc.",Basic Industries,martin marietta materials,martin_marietta_materials
MLNT,"Melinta Therapeutics, Inc.",Health Care,melinta therapeutics,melinta_therapeutics
MLNX,"Mellanox Technologies, Ltd.",Technology,mellanox technologies,mellanox_technologies
MLP,"Maui Land & Pineapple Company, Inc.",Finance,maui land pineapple,maui_land_pineapple
MLR,"Miller Industries, Inc.",Capital Goods,miller industries,miller_industries
MLVF,"Malvern Bancorp, Inc.",Finance,malvern bancorp,malvern_bancorp
MMAC,"MMA Capital Management, LLC",Finance,mma capital management llc,mma_capital_management_llc
MMC,"Marsh & McLennan Companies, Inc.",Finance,marsh mclennan companies,marsh_mclennan_companies
MMI,"Marcus & Millichap, Inc.",Finance,marcus millichap,marcus_millichap
MMLP,Martin Midstream Partners L.P.,Energy,martin midstream partners l p,martin_midstream_partners_l_p
MMM,3M Company,Health Care,3m,3m
MMP,Magellan Midstream Partners L.P.,Energy,magellan midstream partners l p,magellan_midstream_partners_l_p
MMS,"Maximus, Inc.",Miscellaneous,maximus,maximus
MMSI,"Merit Medical Systems, Inc.",Health Care,merit medical systems,merit_medical_systems
MMYT,MakeMyTrip Limited,Consumer Services,makemytrip,makemytrip
MN,"Manning & Napier, Inc.",Finance,manning napier,manning_napier
MNDO,MIND C.T.I. Ltd.,Technology,mind c t i,mind_c_t_i
MNGA,"MagneGas Applied Technology Solutions, Inc.",Technology,magnegas applied technology solutions,magnegas_applied_technology_solutions
MNK,Mallinckrodt plc,Health Care,mallinckrodt plc,mallinckrodt_plc
MNKD,MannKind Corporation,Health Care,mannkind,mannkind
MNOV,"MediciNova, Inc.",Health Care,medicinova,medicinova
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,monmouth real estate investment,monmouth_real_estate_investment
MNRO,"Monro, Inc. ",Consumer Services,monro,monro
MNST,Monster Beverage Corporation,Consumer Non-Durables,monster beverage,monster_beverage
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,momenta pharmaceuticals,momenta_pharmaceuticals
MNTX,"Manitex International, Inc.",Technology,manitex international,manitex_international
MO,Altria Group,Consumer Non-Durables,altria group,altria_group
MOBL,"MobileIron, Inc.",Technology,mobileiron,mobileiron
MOD,Modine Manufacturing Company,Capital Goods,modine manufacturing,modine_manufacturing
MODN,"Model N, Inc.",Technology,model n,model_n
MOFG,"MidWestOne Financial Group, Inc.",Finance,midwestone financial group,midwestone_financial_group
MOH,Molina Healthcare Inc,Health Care,molina healthcare,molina_healthcare
MOMO,Momo Inc.,Technology,momo inc,momo_inc
MORN,"Morningstar, Inc.",Finance,morningstar,morningstar
MOS,Mosaic Company (The),Basic Industries,mosaic,mosaic
MOSY,"MoSys, Inc.",Technology,mosys,mosys
MOV,Movado Group Inc.,Consumer Non-Durables,movado group,movado_group
MOXC,"Moxian, Inc.",Technology,moxian,moxian
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,motorcar parts of america,motorcar_parts_of_america
MPB,Mid Penn Bancorp,Finance,mid penn bancorp,mid_penn_bancorp
MPC,Marathon Petroleum Corporation,Energy,marathon petroleum,marathon_petroleum
MPLX,MPLX LP,Energy,mplx lp,mplx_lp
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",Energy,midstates petroleum,midstates_petroleum
MPV,Barings Participation Investors,Consumer Services,barings participation investors,barings_participation_investors
MPVD,Mountain Province Diamonds Inc.,Basic Industries,mountain province diamonds,mountain_province_diamonds
MPW,"Medical Properties Trust, Inc.",Consumer Services,medical properties trust,medical_properties_trust
MPWR,"Monolithic Power Systems, Inc.",Technology,monolithic power systems,monolithic_power_systems
MPX,Marine Products Corporation,Capital Goods,marine products,marine_products
MRAM,"Everspin Technologies, Inc.",Technology,everspin technologies,everspin_technologies
MRC,MRC Global Inc.,Capital Goods,mrc global,mrc_global
MRCY,Mercury Systems Inc,Capital Goods,mercury systems,mercury_systems
MRIN,Marin Software Incorporated,Technology,marin software,marin_software
MRK,"Merck & Company, Inc.",Health Care,merck,merck
MRKR,"Marker Therapeutics, Inc.",Health Care,marker therapeutics,marker_therapeutics
MRLN,Marlin Business Services Corp.,Finance,marlin business services,marlin_business_services
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,marinus pharmaceuticals,marinus_pharmaceuticals
MRO,Marathon Oil Corporation,Energy,marathon oil,marathon_oil
MRSN,"Mersana Therapeutics, Inc.",Health Care,mersana therapeutics,mersana_therapeutics
MRT,"MedEquities Realty Trust, Inc.",Consumer Services,medequities realty trust,medequities_realty_trust
MRTN,"Marten Transport, Ltd.",Transportation,marten transport,marten_transport
MRTX,"Mirati Therapeutics, Inc.",Health Care,mirati therapeutics,mirati_therapeutics
MRUS,Merus N.V.,Health Care,merus n v,merus_n_v
MRVL,Marvell Technology Group Ltd.,Technology,marvell technology group,marvell_technology_group
MS,Morgan Stanley,Finance,morgan stanley,morgan_stanley
MSA,MSA Safety Incorporporated,Health Care,msa safety incorporporated,msa_safety_incorporporated
MSB,Mesabi Trust,Basic Industries,mesabi trust,mesabi_trust
MSBF,MSB Financial Corp.,Finance,msb financial,msb_financial
MSBI,"Midland States Bancorp, Inc.",Finance,midland states bancorp,midland_states_bancorp
MSCI,MSCI Inc,Miscellaneous,msci inc,msci_inc
MSEX,Middlesex Water Company,Public Utilities,middlesex water,middlesex_water
MSFT,Microsoft Corporation,Technology,microsoft,microsoft
MSG,The Madison Square Garden Company,Consumer Services,the madison square garden,the_madison_square_garden
MSGN,MSG Networks Inc.,Consumer Services,msg networks,msg_networks
MSI,"Motorola Solutions, Inc.",Technology,motorola solutions,motorola_solutions
MSL,MidSouth Bancorp,Finance,midsouth bancorp,midsouth_bancorp
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,msc industrial direct,msc_industrial_direct
MSON,"MISONIX, Inc.",Capital Goods,misonix,misonix
MSTR,MicroStrategy Incorporated,Technology,microstrategy,microstrategy
MT,ArcelorMittal,Basic Industries,arcelormittal,arcelormittal
MTB,M&T Bank Corporation,Finance,m t bank,m_t_bank
MTBC,"Medical Transcription Billing, Corp.",Technology,medical transcription billing,medical_transcription_billing
MTCH,"Match Group, Inc.",Technology,match group,match_group
MTD,"Mettler-Toledo International, Inc.",Capital Goods,mettler toledo international,mettler_toledo_international
MTDR,Matador Resources Company,Energy,matador resources,matador_resources
MTEM,"Molecular Templates, Inc.",Health Care,molecular templates,molecular_templates
MTEX,"Mannatech, Incorporated",Consumer Durables,mannatech,mannatech
MTFB,Motif Bio plc,Health Care,motif bio plc,motif_bio_plc
MTG,MGIC Investment Corporation,Finance,mgic investment,mgic_investment
MTH,Meritage Corporation,Capital Goods,meritage,meritage
MTL,Mechel PAO,Basic Industries,mechel pao,mechel_pao
MTLS,Materialise NV,Technology,materialise nv,materialise_nv
MTN,"Vail Resorts, Inc.",Consumer Services,vail resorts,vail_resorts
MTOR,"Meritor, Inc.",Capital Goods,meritor,meritor
MTP,Midatech Pharma PLC,Health Care,midatech pharma plc,midatech_pharma_plc
MTR,Mesa Royalty Trust,Energy,mesa royalty trust,mesa_royalty_trust
MTRN,Materion Corporation,Capital Goods,materion,materion
MTRX,Matrix Service Company,Basic Industries,matrix service,matrix_service
MTSC,MTS Systems Corporation,Capital Goods,mts systems,mts_systems
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,macom technology solutions,macom_technology_solutions
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,mer telemanagement solutions,mer_telemanagement_solutions
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,manitowoc,manitowoc
MTX,Minerals Technologies Inc.,Basic Industries,minerals technologies,minerals_technologies
MTZ,"MasTec, Inc.",Basic Industries,mastec,mastec
MU,"Micron Technology, Inc.",Technology,micron technology,micron_technology
MUFG,Mitsubishi UFJ Financial Group Inc,Finance,mitsubishi ufj financial group,mitsubishi_ufj_financial_group
MUR,Murphy Oil Corporation,Energy,murphy oil,murphy_oil
MUSA,Murphy USA Inc.,Consumer Durables,murphy usa,murphy_usa
MUX,McEwen Mining Inc.,Basic Industries,mcewen mining,mcewen_mining
MVBF,MVB Financial Corp.,Finance,mvb financial,mvb_financial
MVIS,"Microvision, Inc.",Capital Goods,microvision,microvision
MVO,MV Oil Trust,Energy,mv oil trust,mv_oil_trust
MWA,Mueller Water Products Inc,Capital Goods,mueller water products,mueller_water_products
MX,MagnaChip Semiconductor Corporation,Technology,magnachip semiconductor,magnachip_semiconductor
MXIM,"Maxim Integrated Products, Inc.",Technology,maxim integrated products,maxim_integrated_products
MXL,"MaxLinear, Inc",Technology,maxlinear,maxlinear
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,maxwell technologies,maxwell_technologies
MYE,"Myers Industries, Inc.",Consumer Non-Durables,myers industries,myers_industries
MYGN,"Myriad Genetics, Inc.",Health Care,myriad genetics,myriad_genetics
MYL,Mylan N.V.,Health Care,mylan n v,mylan_n_v
MYND,"MYnd Analytics, Inc.",Health Care,mynd analytics,mynd_analytics
MYOK,"MyoKardia, Inc.",Health Care,myokardia,myokardia
MYOS,MYOS RENS Technology Inc.,Health Care,myos rens technology,myos_rens_technology
MYOV,Myovant Sciences Ltd.,Health Care,myovant sciences,myovant_sciences
MYRG,"MYR Group, Inc.",Basic Industries,myr group,myr_group
MYSZ,"My Size, Inc.",Technology,my size,my_size
MZOR,Mazor Robotics Ltd.,Health Care,mazor robotics,mazor_robotics
NAII,"Natural Alternatives International, Inc.",Consumer Durables,natural alternatives international,natural_alternatives_international
NAKD,Naked Brand Group Limited,Consumer Non-Durables,naked brand group,naked_brand_group
NANO,Nanometrics Incorporated,Capital Goods,nanometrics,nanometrics
NAO,Nordic American Offshore Ltd,Transportation,nordic american offshore,nordic_american_offshore
NAT,Nordic American Tankers Limited,Consumer Services,nordic american tankers,nordic_american_tankers
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,nathan 39 s famous,nathan_39_s_famous
NATI,National Instruments Corporation,Technology,national instruments,national_instruments
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,nature 39 s sunshine products,nature_39_s_sunshine_products
NAUH,"National American University Holdings, Inc.",Consumer Services,national american university,national_american_university
NAV,Navistar International Corporation,Capital Goods,navistar international,navistar_international
NAVG,"The Navigators Group, Inc.",Finance,the navigators group,the_navigators_group
NAVI,Navient Corporation,Finance,navient,navient
NBEV,New Age Beverages Corporation,Consumer Non-Durables,new age beverages,new_age_beverages
NBHC,National Bank Holdings Corporation,Finance,national bank,national_bank
NBIX,"Neurocrine Biosciences, Inc.",Health Care,neurocrine biosciences,neurocrine_biosciences
NBL,Noble Energy Inc.,Energy,noble energy,noble_energy
NBLX,Noble Midstream Partners LP,Energy,noble midstream partners,noble_midstream_partners
NBN,Northeast Bancorp,Finance,northeast bancorp,northeast_bancorp
NBR,Nabors Industries Ltd.,Energy,nabors industries,nabors_industries
NBRV,Nabriva Therapeutics plc,Health Care,nabriva therapeutics plc,nabriva_therapeutics_plc
NBTB,NBT Bancorp Inc.,Finance,nbt bancorp,nbt_bancorp
NC,"NACCO Industries, Inc.",Consumer Durables,nacco industries,nacco_industries
NCBS,Nicolet Bankshares Inc.,Finance,nicolet bankshares,nicolet_bankshares
NCI,"Navigant Consulting, Inc.",Consumer Services,navigant consulting,navigant_consulting
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,norwegian cruise line,norwegian_cruise_line
NCMI,"National CineMedia, Inc.",Consumer Services,national cinemedia,national_cinemedia
NCOM,National Commerce Corporation,Finance,national commerce,national_commerce
NCR,NCR Corporation,Miscellaneous,ncr corporation,ncr_corporation
NCS,"NCI Building Systems, Inc.",Capital Goods,nci building systems,nci_building_systems
NCSM,"NCS Multistage Holdings, Inc.",Energy,ncs multistage,ncs_multistage
NCTY,The9 Limited,Miscellaneous,the9 limited,the9_limited
NDAQ,"Nasdaq, Inc.",Finance,nasdaq,nasdaq
NDLS,Noodles & Company,Consumer Services,noodles,noodles
NDSN,Nordson Corporation,Capital Goods,nordson,nordson
NE,Noble Corporation,Energy,noble,noble
NEE,"NextEra Energy, Inc.",Public Utilities,nextera energy,nextera_energy
NEM,Newmont Mining Corporation,Basic Industries,newmont mining,newmont_mining
NEO,"NeoGenomics, Inc.",Health Care,neogenomics,neogenomics
NEOG,Neogen Corporation,Health Care,neogen,neogen
NEON,Neonode Inc.,Capital Goods,neonode,neonode
NEOS,"Neos Therapeutics, Inc.",Health Care,neos therapeutics,neos_therapeutics
NEP,"NextEra Energy Partners, LP",Public Utilities,nextera energy partners,nextera_energy_partners
NEPT,Neptune Wellness Solutions Inc.,Health Care,neptune wellness solutions,neptune_wellness_solutions
NERV,"Minerva Neurosciences, Inc",Health Care,minerva neurosciences,minerva_neurosciences
NETE,"Net Element, Inc.",Technology,net element,net_element
NETS,Netshoes (Cayman) Limited,Consumer Services,netshoes cayman,netshoes_cayman
NEU,NewMarket Corporation,Basic Industries,newmarket,newmarket
NEWA,"Newater Technology, Inc.",Basic Industries,newater technology,newater_technology
NEWM,New Media Investment Group Inc.,Consumer Services,new media investment group,new_media_investment_group
NEWR,"New Relic, Inc.",Technology,new relic,new_relic
NEXT,NextDecade Corporation,Public Utilities,nextdecade,nextdecade
NFBK,"Northfield Bancorp, Inc.",Finance,northfield bancorp,northfield_bancorp
NFEC,NF Energy Saving Corporation,Capital Goods,nf energy saving,nf_energy_saving
NFG,National Fuel Gas Company,Public Utilities,national fuel gas,national_fuel_gas
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",Finance,allianzgi nfj dividend interest premium strategy fund,allianzgi_nfj_dividend_interest_premium_strategy_fund
NFLX,"Netflix, Inc.",Consumer Services,netflix,netflix
NFX,Newfield Exploration Company,Energy,newfield exploration,newfield_exploration
NGG,"National Grid Transco, PLC",Public Utilities,national grid transco plc,national_grid_transco_plc
NGHC,National General Holdings Corp,Finance,national general,national_general
NGL,NGL ENERGY PARTNERS LP,Energy,ngl energy partners,ngl_energy_partners
NGS,"Natural Gas Services Group, Inc.",Energy,natural gas services group,natural_gas_services_group
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,natural grocers by vitamin cottage,natural_grocers_by_vitamin_cottage
NGVT,Ingevity Corporation,Basic Industries,ingevity,ingevity
NH,"NantHealth, Inc.",Technology,nanthealth,nanthealth
NHI,"National Health Investors, Inc.",Consumer Services,national health investors,national_health_investors
NHLD,National Holdings Corporation,Finance,national,national
NHTC,Natural Health Trends Corp.,Consumer Durables,natural health trends,natural_health_trends
NI,"NiSource, Inc",Public Utilities,nisource,nisource
NICE,NICE Ltd,Technology,nice ltd,nice_ltd
NICK,"Nicholas Financial, Inc.",Finance,nicholas financial,nicholas_financial
NIHD,"NII Holdings, Inc.",Public Utilities,nii holdings,nii_holdings
NJR,NewJersey Resources Corporation,Public Utilities,newjersey resources,newjersey_resources
NK,"NantKwest, Inc.",Health Care,nantkwest,nantkwest
NKE,"Nike, Inc.",Consumer Non-Durables,nike inc,nike_inc
NKSH,"National Bankshares, Inc.",Finance,national bankshares,national_bankshares
NKTR,Nektar Therapeutics,Health Care,nektar therapeutics,nektar_therapeutics
NL,"NL Industries, Inc.",Basic Industries,nl industries,nl_industries
NLNK,NewLink Genetics Corporation,Health Care,newlink genetics,newlink_genetics
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,nautilus group,nautilus_group
NLSN,Nielsen N.V.,Miscellaneous,nielsen n v,nielsen_n_v
NLY,Annaly Capital Management Inc,Consumer Services,annaly capital management,annaly_capital_management
NM,Navios Maritime Holdings Inc.,Transportation,navios maritime,navios_maritime
NMIH,NMI Holdings Inc,Finance,nmi holdings,nmi_holdings
NMM,Navios Maritime Partners LP,Transportation,navios maritime partners,navios_maritime_partners
NMR,Nomura Holdings Inc ADR,Finance,nomura,nomura
NMRD,Nemaura Medical Inc.,Health Care,nemaura medical,nemaura_medical
NNA,Navios Maritime Acquisition Corporation,Transportation,navios maritime acquisition,navios_maritime_acquisition
NNBR,"NN, Inc.",Capital Goods,nn inc,nn_inc
NNDM,Nano Dimension Ltd.,Technology,nano dimension,nano_dimension
NNI,"Nelnet, Inc.",Finance,nelnet,nelnet
NNN,National Retail Properties,Consumer Services,national retail properties,national_retail_properties
NOA,North American Construction Group Ltd.,Energy,north american construction group,north_american_construction_group
NOAH,Noah Holdings Ltd.,Finance,noah holdings,noah_holdings
NOC,Northrop Grumman Corporation,Capital Goods,northrop grumman,northrop_grumman
NODK,"NI Holdings, Inc.",Finance,ni holdings,ni_holdings
NOK,Nokia Corporation,Technology,nokia,nokia
NOMD,Nomad Foods Limited,Consumer Non-Durables,nomad foods,nomad_foods
NOV,"National Oilwell Varco, Inc.",Energy,national oilwell varco,national_oilwell_varco
NOVN,"Novan, Inc.",Health Care,novan,novan
NOVT,Novanta Inc.,Miscellaneous,novanta,novanta
NOW,"ServiceNow, Inc.",Technology,servicenow,servicenow
NP,"Neenah, Inc.",Basic Industries,neenah,neenah
NPK,"National Presto Industries, Inc.",Capital Goods,national presto industries,national_presto_industries
NPO,EnPro Industries,Basic Industries,enpro industries,enpro_industries
NPTN,NeoPhotonics Corporation,Technology,neophotonics,neophotonics
NR,"Newpark Resources, Inc.",Energy,newpark resources,newpark_resources
NRC,National Research Corporation,Health Care,national research,national_research
NRE,NorthStar Realty Europe Corp.,Consumer Services,northstar realty europe,northstar_realty_europe
NRG,"NRG Energy, Inc.",Public Utilities,nrg energy,nrg_energy
NRIM,Northrim BanCorp Inc,Finance,northrim bancorp,northrim_bancorp
NRP,Natural Resource Partners LP,Energy,natural resource partners,natural_resource_partners
NRT,North European Oil Royality Trust,Energy,north european oil royality trust,north_european_oil_royality_trust
NRZ,New Residential Investment Corp.,Consumer Services,new residential investment,new_residential_investment
NS,Nustar Energy L.P.,Energy,nustar energy l p,nustar_energy_l_p
NSA,National Storage Affiliates Trust,Consumer Services,national storage affiliates trust,national_storage_affiliates_trust
NSC,Norfolk Souther Corporation,Transportation,norfolk souther,norfolk_souther
NSIT,"Insight Enterprises, Inc.",Consumer Services,insight enterprises,insight_enterprises
NSP,"Insperity, Inc.",Technology,insperity,insperity
NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,napco security technologies,napco_security_technologies
NSTG,"NanoString Technologies, Inc.",Health Care,nanostring technologies,nanostring_technologies
NSYS,Nortech Systems Incorporated,Capital Goods,nortech systems,nortech_systems
NTAP,"NetApp, Inc.",Technology,netapp,netapp
NTB,Bank of N.T. Butterfield & Son Limited (The),Finance,bank of n t butterfield son,bank_of_n_t_butterfield_son
NTCT,"NetScout Systems, Inc.",Technology,netscout systems,netscout_systems
NTEC,Intec Pharma Ltd.,Health Care,intec pharma,intec_pharma
NTES,"NetEase, Inc.",Miscellaneous,netease,netease
NTGR,"NETGEAR, Inc.",Public Utilities,netgear,netgear
NTIC,Northern Technologies International Corporation,Capital Goods,northern technologies international,northern_technologies_international
NTLA,"Intellia Therapeutics, Inc.",Health Care,intellia therapeutics,intellia_therapeutics
NTNX,"Nutanix, Inc.",Technology,nutanix,nutanix
NTP,Nam Tai Property Inc.,Finance,nam tai property,nam_tai_property
NTRA,"Natera, Inc.",Health Care,natera,natera
NTRI,NutriSystem Inc,Consumer Services,nutrisystem,nutrisystem
NTRP,"Neurotrope, Inc.",Health Care,neurotrope,neurotrope
NTWK,NetSol Technologies Inc.,Technology,netsol technologies,netsol_technologies
NTZ,"Natuzzi, S.p.A.",Consumer Durables,natuzzi s p a,natuzzi_s_p_a
NUAN,"Nuance Communications, Inc.",Technology,nuance communications,nuance_communications
NUE,Nucor Corporation,Basic Industries,nucor,nucor
NURO,"NeuroMetrix, Inc.",Health Care,neurometrix,neurometrix
NUS,"Nu Skin Enterprises, Inc.",Health Care,nu skin enterprises,nu_skin_enterprises
NUVA,"NuVasive, Inc.",Health Care,nuvasive,nuvasive
NVAX,"Novavax, Inc.",Health Care,novavax,novavax
NVCN,Neovasc Inc.,Health Care,neovasc,neovasc
NVCR,NovoCure Limited,Health Care,novocure,novocure
NVDA,NVIDIA Corporation,Technology,nvidia,nvidia
NVEC,NVE Corporation,Technology,nve corporation,nve_corporation
NVEE,"NV5 Global, Inc.",Consumer Services,nv5 global,nv5_global
NVFY,"Nova Lifestyle, Inc",Consumer Durables,nova lifestyle,nova_lifestyle
NVGS,Navigator Holdings Ltd.,Transportation,navigator,navigator
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,invivo therapeutics,invivo_therapeutics
NVLN,Novelion Therapeutics Inc. ,Health Care,novelion therapeutics,novelion_therapeutics
NVMI,Nova Measuring Instruments Ltd.,Capital Goods,nova measuring instruments,nova_measuring_instruments
NVO,Novo Nordisk A/S,Health Care,novo nordisk a s,novo_nordisk_a_s
NVR,"NVR, Inc.",Capital Goods,nvr inc,nvr_inc
NVRO,Nevro Corp.,Health Care,nevro,nevro
NVS,Novartis AG,Health Care,novartis ag,novartis_ag
NVTA,Invitae Corporation,Health Care,invitae,invitae
NVTR,Nuvectra Corporation,Health Care,nuvectra,nuvectra
NVUS,"Novus Therapeutics, Inc.",Health Care,novus therapeutics,novus_therapeutics
NWBI,"Northwest Bancshares, Inc.",Finance,northwest bancshares,northwest_bancshares
NWE,NorthWestern Corporation,Public Utilities,northwestern,northwestern
NWFL,Norwood Financial Corp.,Finance,norwood financial,norwood_financial
NWHM,New Home Company Inc. (The),Capital Goods,new home,new_home
NWL,Newell Brands Inc.,Consumer Non-Durables,newell brands,newell_brands
